Geo_Point,PTCAR_ID,TAF_TAP_code,Symbolic_name,Abbreviation_BTS_French_short,Abbreviation_BTS_Dutch_short,Abbreviation_BTS_French_complete,Abbreviation_BTS_Dutch_complete,Short_name_in_French,Short_name_in_Dutch,Middle_name_in_French,Middle_name_in_Dutch,Complete_name_in_French,Complete_name_in_Dutch,Classification_NL,Classification_EN,Classification_FR
"50.7993556195051, 4.301613548695728",1611,BE01611,YRUBR,Y.RUISBROEK,Y.RUISBROEK,Y.RUISBROEK,Y.RUISBROEK,Y.Ruisbroek,Y.Ruisbroek,Y.Ruisbroek,Y.Ruisbroek,Y.Ruisbroek,Y.Ruisbroek,Vertakking,Junction,Bifurcation
"51.319372901212276, 4.34946436186828",1614,BE01614,YSTBK,Y.STABROEK,Y.STABROEK,Y.STABROEK,Y.STABROEK,Y.Stabroek,Y.Stabroek,Y.Stabroek,Y.Stabroek,Y.Stabroek,Y.Stabroek,Vertakking,Junction,Bifurcation
"51.287733724072325, 4.413532499234276",1616,BE01616,YSCHN,Y.SCHIJN,Y.SCHIJN,Y.SCHIJN,Y.SCHIJN,Y.Schijn,Y.Schijn,Y.Schijn,Y.Schijn,Y.Schijn,Y.Schijn,Vertakking,Junction,Bifurcation
"51.24725495010663, 5.555363738810343",513,BE00513,GHAGR,HAMONT-GRENS,HAMONT-GRENS,HAMONT-GRENS,HAMONT-GRENS,Hamont-Grens,Hamont-Grens,Hamont-Grens,Hamont-Grens,Hamont-Grens,Hamont-Grens,Netgrens,8,Frontière du réseau
"50.93682071330375, 5.302874693231792",526,BE00526,WDT35,FHS-ROOSTERS,FHS-ROOSTERS,HASSELT- ROOSTER S,HASSELT- ROOSTER S,FHS-RoosterS,FHS-RoosterS,Hasselt- Rooster S,Hasselt- Rooster S,Hasselt- Rooster S,Hasselt- Rooster S,Rooster,Grid,Gril
"50.90058554632018, 4.410845484006572",1363,BE01363,FSR14,SCHAERB-814,SCHAARB-814,SCHAERBEEK-CUL DE SAC 814,SCHAARBEEK-DOODSPOOR 814,Schaerb-814,Schaarb-814,Schaerbeek-Cds 814,Schaarbeek-Dsp 814,Schaerbeek-Cul de sac 814,Schaarbeek-Doodspoor 814,Station,Station,Gare
"51.0857642481844, 3.47756807375456",2151,BE02151,YFEB,Y.BELLEM,Y.BELLEM,Y.BELLEM,Y.BELLEM,Y.Bellem,Y.Bellem,Y.Bellem,Y.Bellem,Y.Bellem,Y.Bellem,Vertakking,Junction,Bifurcation
"49.64385772480815, 5.90420021104039",1106,BE01106,MSFR,STERPEN-FR,STERPEN-FR,STERPENICH-FRONTIERE,STERPENICH-FRONTIERE,Sterpen-Fr,Sterpen-Fr,Sterpenich-Frontière,Sterpenich-Frontière,Sterpenich-Frontière,Sterpenich-Frontière,Netgrens,8,Frontière du réseau
"50.871020762915826, 4.719555522064127",20,BE00020,YTIVO,Y.TIVOLI,Y.TIVOLI,Y.TIVOLI,Y.TIVOLI,Y.Tivoli,Y.Tivoli,Y.Tivoli,Y.Tivoli,Y.Tivoli,Y.Tivoli,Vertakking,Junction,Bifurcation
"50.91861359013678, 4.460842981615873",1355,BE01355,YMCHN,Y.MACHELEN-N,Y.MACHELEN-N,Y.MACHELEN-NOORD,Y.MACHELEN-NOORD,Y.Machelen-N,Y.Machelen-N,Y.Machelen-Noord,Y.Machelen-Noord,Y.Machelen-Noord,Y.Machelen-Noord,Vertakking,Junction,Bifurcation
"51.265094535339415, 4.378267575875831",1664,BE01664,YLEOP,Y.LEOPOLD,Y.LEOPOLD,Y.LEOPOLD,Y.LEOPOLD,Y.Leopold,Y.Leopold,Y.Leopold,Y.Leopold,Y.Leopold,Y.Leopold,Vertakking,Junction,Bifurcation
"51.2582676440798, 4.389795323319786",1665,BE01665,YOTWL,Y.OOSTERWEEL,Y.OOSTERWEEL,Y.OOSTERWEEL,Y.OOSTERWEEL,Y.Oosterweel,Y.Oosterweel,Y.Oosterweel,Y.Oosterweel,Y.Oosterweel,Y.Oosterweel,Vertakking,Junction,Bifurcation
"51.28387058107641, 4.330398128715762",1667,BE01667,YMSTF,Y.MEESTOOF,Y.MEESTOOF,Y.MEESTOOF,Y.MEESTOOF,Y.Meestoof,Y.Meestoof,Y.Meestoof,Y.Meestoof,Y.Meestoof,Y.Meestoof,Vertakking,Junction,Bifurcation
"50.74236654303611, 3.602611083249847",1013,BE01013,FRN,RENAIX,RONSE,RENAIX,RONSE,Renaix,Ronse,Renaix,Ronse,Renaix,Ronse,Station,Station,Gare
"51.28883863626879, 4.353479677421146",1678,BE01678,YORDM,Y.ORDAM,Y.ORDAM,Y.ORDAM,Y.ORDAM,Y.Ordam,Y.Ordam,Y.Ordam,Y.Ordam,Y.Ordam,Y.Ordam,Vertakking,Junction,Bifurcation
"51.24397830783722, 4.382498743043639",1680,BE01680,YKSTL,Y.KASTEL,Y.KASTEL,Y.KASTEL,Y.KASTEL,Y.Kastel,Y.Kastel,Y.Kastel,Y.Kastel,Y.Kastel,Y.Kastel,Vertakking,Junction,Bifurcation
"50.61743558985706, 3.263677203695409",165,BE00165,BLAFR,BLANDAIN-FR,BLANDAIN-FR,BLANDAIN-FRONTIERE,BLANDAIN-FRONTIERE,Blandain-Fr,Blandain-Fr,Blandain-Frontière,Blandain-Frontière,Blandain-Frontière,Blandain-Frontière,Netgrens,8,Frontière du réseau
"50.56447008875049, 3.652160605933632",1701,BE01701,RTS,TOURPES,TOURPES,TOURPES,TOURPES,Tourpes,Tourpes,Tourpes,Tourpes,Tourpes,Tourpes,Rooster,Grid,Gril
"50.74723510801324, 6.010434014931451",197,BE00197,BOTZ,BOTZELAER,BOTZELAER,BOTZELAER,BOTZELAER,Botzelaer,Botzelaer,Botzelaer,Botzelaer,Botzelaer,Botzelaer,Rooster,Grid,Gril
"50.43768906088366, 4.738712102247338",465,BE00465,FNFEF,FRANIERE-C/D,FRANIERE-C/D,FRANIERE-GRIL C/D,FRANIERE-GRIL C/D,Franière-C/D,Franière-C/D,Franière-Gril C/D,Franière-Gril C/D,Franière-Gril C/D,Franière-Gril C/D,Rooster,Grid,Gril
"49.642860220583295, 5.842544281523551",81,BE00081,YMTL,Y.AUTELBAS,Y.AUTELBAS,Y.AUTELBAS,Y.AUTELBAS,Y.Autelbas,Y.Autelbas,Y.Autelbas,Y.Autelbas,Y.Autelbas,Y.Autelbas,Vertakking,Junction,Bifurcation
"50.83580082746913, 4.336052466526436",220,BE00220,FBMZ,BRUX-MIDI,BRUSS-ZUID,BRUXELLES-MIDI,BRUSSEL-ZUID,Brux-Midi,Bruss-Zuid,Bruxelles-Midi,Brussel-Zuid,Bruxelles-Midi,Brussel-Zuid,Station,Station,Gare
"50.859599596992226, 4.361252318835871",221,BE00221,FBN,BRUX-NORD,BRUSS-NOORD,BRUXELLES-NORD,BRUSSEL-NOORD,Brux-Nord,Bruss-Noord,Bruxelles-Nord,Brussel-Noord,Bruxelles-Nord,Brussel-Noord,Station,Station,Gare
"50.25045779003974, 5.192954825130903",196,BE00196,MHVG,HAVERS.-GR.K,HAVERS.-GR.K,HAVERSIN-GRIL K,HAVERSIN-GRIL K,Havers.-Gr.K,Havers.-Gr.K,Haversin-Gril K,Haversin-Gril K,Haversin-Gril K,Haversin-Gril K,Rooster,Grid,Gril
"50.92120714552667, 3.219680037541857",283,BE00283,LZGSS,IZEGEM-SAS,IZEGEM-SAS,IZEGEM-SAS,IZEGEM-SAS,Izegem-Sas,Izegem-Sas,Izegem-Sas,Izegem-Sas,Izegem-Sas,Izegem-Sas,Station,Station,Gare
"50.964287263717445, 4.621727735685218",516,BE00516,FATWS,HAACHT-WSP,HAACHT-WSP,HAACHT-WIJKSPOOR,HAACHT-WIJKSPOOR,Haacht-Wsp,Haacht-Wsp,Haacht-Wijkspoor,Haacht-Wijkspoor,Haacht-Wijkspoor,Haacht-Wijkspoor,Station,Station,Gare
"49.55626693577613, 5.820012126395854",1502,BE01502,YAUBG,Y.AUBANGE,Y.AUBANGE,Y.AUBANGE,Y.AUBANGE,Y.Aubange,Y.Aubange,Y.Aubange,Y.Aubange,Y.Aubange,Y.Aubange,Vertakking,Junction,Bifurcation
"50.87164775107831, 5.509354730327402",233,BE00233,FIEWS,BILZEN-WIJK,BILZEN-WIJK,BILZEN-WIJKSPOOR,BILZEN-WIJKSPOOR,Bilzen-Wijk,Bilzen-Wijk,Bilzen-Wijkspoor,Bilzen-Wijkspoor,Bilzen-Wijkspoor,Bilzen-Wijkspoor,Station,Station,Gare
"50.88522121184216, 4.401052415677952",2081,BE02081,FSRTU,SCHB-B.TUC,SCHB-B.TUC,SCHAERBEEK-BASE TUCRAIL,SCHAARBEEK-BASIS TUCRAIL,Schb-B.Tuc,Schb-B.Tuc,Schaerbeek-Base Tuc,Schaarbeek-Basis Tuc,Schaerbeek-Base TucRail,Schaarbeek-Basis TucRail,Dienstinstallatie,Service installation,Installation de service
"51.19273318948943, 4.437897200063805",1506,BE01506,YBSTA,Y.BERCHEM-ST,Y.BERCHEM-ST,Y.BERCHEM-STADION,Y.BERCHEM-STADION,Y.Berchem-St,Y.Berchem-St,Y.Berchem-Stadion,Y.Berchem-Stadion,Y.Berchem-Stadion,Y.Berchem-Stadion,Vertakking,Junction,Bifurcation
"51.32216107318559, 4.349794459870461",1507,BE01507,YBDHT,Y.BERENDR,Y.BERENDR,Y.BERENDRECHT,Y.BERENDRECHT,Y.Berendr,Y.Berendr,Y.Berendrecht,Y.Berendrecht,Y.Berendrecht,Y.Berendrecht,Vertakking,Junction,Bifurcation
"50.346804083378245, 4.257260015732786",745,BE00745,NLSG,LOBBES-GAR,LOBBES-GAR,LOBBES-GARAGE,LOBBES-GARAGE,Lobbes-Gar,Lobbes-Gar,Lobbes-Garage,Lobbes-Garage,Lobbes-Garage,Lobbes-Garage,Station,Station,Gare
"50.452251561253455, 4.676398912234394",1577,BE01577,FMTG,MOUSTIER-GAR,MOUSTIER-GAR,MOUSTIER-GARAGE,MOUSTIER-GARAGE,Moustier-Gar,Moustier-Gar,Moustier-Garage,Moustier-Garage,Moustier-Garage,Moustier-Garage,Station,Station,Gare
"50.53999346572951, 4.185062527174688",1673,BE01673,LFLCS,FELUY-CDS,FELUY-CDS,FELUY-CUL DE SAC,FELUY-CUL DE SAC,Feluy-CdS,Feluy-CdS,Feluy-Cul de Sac,Feluy-Cul de Sac,Feluy-Cul de Sac,Feluy-Cul de Sac,Station,Station,Gare
"50.840910447862015, 4.034584022031004",164,BE00164,FNNWS,NINOVE-WSP,NINOVE-WSP,NINOVE-WIJKSPOOR,NINOVE-WIJKSPOOR,Ninove-Wsp,Ninove-Wsp,Ninove-Wijkspoor,Ninove-Wijkspoor,Ninove-Wijkspoor,Ninove-Wijkspoor,Station,Station,Gare
"51.29184540799925, 4.372103677694437",362,BE00362,RBL9J,ANTW-ND-BL9J,ANTW-ND-BL9J,ANTWERPEN-NOORD-BL.9-ROOSTER J,ANTWERPEN-NOORD-BL.9-ROOSTER J,Antw-Nd-Bl9J,Antw-Nd-Bl9J,Antw-Nd-Bl9-R.J,Antw-Nd-Bl9-R.J,Antwerpen-Noord-Bl.9-Rooster J,Antwerpen-Noord-Bl.9-Rooster J,Rooster,Grid,Gril
"50.811015106459436, 4.310837271313542",1025,BE01025,FO926,FOREST-M-926,VORST-ZD-926,FOREST-MIDI-VOIES 920/926,VORST-ZUID-SPOREN 920/926,Forest-M-926,Vorst-Zd-926,Forest-Midi-V920/926,Vorst-Zuid-S920/926,Forest-Midi-Voies 920/926,Vorst-Zuid-Sporen 920/926,Station,Station,Gare
"50.89066550967324, 4.421672765867752",1755,BE01755,YHAHE,Y.HARENHEIDE,Y.HARENHEIDE,Y.HARENHEIDE,Y.HARENHEIDE,Y.Harenheide,Y.Harenheide,Y.Harenheide,Y.Harenheide,Y.Harenheide,Y.Harenheide,Vertakking,Junction,Bifurcation
"50.5800799532376, 5.410206224829277",1765,BE01765,NGZ,R.CARMEUSE-E,R.CARMEUSE-E,RACC.ENGIS-CARMEUSE,RACC.ENGIS-CARMEUSE,R.carmeuse-E,R.carmeuse-E,Racc.Engis-Carmeuse,Racc.Engis-Carmeuse,Racc.Engis-Carmeuse,Racc.Engis-Carmeuse,Verbinding,Connection,Raccordement
"50.8780065924418, 4.353151787709796",1769,BE01769,YLAKN,Y.LAEKEN,Y.LAKEN,Y.LAEKEN,Y.LAKEN,Y.Laeken,Y.Laken,Y.Laeken,Y.Laken,Y.Laeken,Y.Laken,Vertakking,Junction,Bifurcation
"50.862928786368755, 4.701851396141716",564,BE00564,GHEKL,HEVERLEE-K/L,HEVERLEE-K/L,HEVERLEE-ROOSTER K/L,HEVERLEE-ROOSTER K/L,Heverlee-K/L,Heverlee-K/L,Heverlee-Rooster K/L,Heverlee-Rooster K/L,Heverlee-Rooster K/L,Heverlee-Rooster K/L,Rooster,Grid,Gril
"50.900310660216675, 4.409729290223785",1052,BE01052,FSRIR,Y.ENTR. GR.R,Y.INRIT GR.R,Y.ENTREE GROUPE R,Y.INRIT GROEP R,Y.Entr. Gr.R,Y.Inrit Gr.R,Y.Entrée Groupe R,Y.Inrit Groep R,Y.Entrée Groupe R,Y.Inrit Groep R,Vertakking,Junction,Bifurcation
"50.87442053477889, 4.363714333872752",1601,BE01601,YZEBR,Y.PONT-SENNE,Y.ZENNEBRUG,Y.PONT-DE-LA-SENNE,Y.ZENNEBRUG,Y.Pont-Senne,Y.Zennebrug,Y.Pont-de-la-Senne,Y.Zennebrug,Y.Pont-de-la-Senne,Y.Zennebrug,Vertakking,Junction,Bifurcation
"51.098943409978475, 3.720724963527597",1606,BE01606,YESTZ,Y.ZD EVERSTN,Y.ZD EVERSTN,Y.ZUID EVERSTEIN,Y.ZUID EVERSTEIN,Y.Zd Everstn,Y.Zd Everstn,Y.Zuid Everstein,Y.Zuid Everstein,Y.Zuid Everstein,Y.Zuid Everstein,Vertakking,Junction,Bifurcation
"51.06878684901768, 4.495848143114108",1621,BE01621,YSKLW,Y.ST-K-WAVER,Y.ST-K-WAVER,Y.SINT-KATELIJNE-WAVER,Y.SINT-KATELIJNE-WAVER,Y.St-K-Waver,Y.St-K-Waver,Y.Sint-Katel-Waver,Y.Sint-Katel-Waver,Y.Sint-Katelijne-Waver,Y.Sint-Katelijne-Waver,Vertakking,Junction,Bifurcation
"50.5842033834246, 4.106341123872137",1623,BE01623,YFSG,Y.SOIGNIES,Y.SOIGNIES,Y.SOIGNIES,Y.SOIGNIES,Y.Soignies,Y.Soignies,Y.Soignies,Y.Soignies,Y.Soignies,Y.Soignies,Vertakking,Junction,Bifurcation
"50.74690426734672, 5.816499304012224",242,BE00242,GFM,FOURON-ST-MA,ST-MA-VOEREN,FOURON-SAINT-MARTIN,SINT-MARTENS-VOEREN,Fouron-St-Ma,St-Ma-Voeren,Fouron-St-Martin,St-Mart-Voeren,Fouron-Saint-Martin,Sint-Martens-Voeren,Rooster,Grid,Gril
"50.95853750115134, 5.338176851757882",1286,BE01286,LZHPU,ZONHOVEN-P/U,ZONHOVEN-P/U,ZONHOVEN-ROOSTER P/U,ZONHOVEN-ROOSTER P/U,Zonhoven-P/U,Zonhoven-P/U,Zonhoven-Rooster P/U,Zonhoven-Rooster P/U,Zonhoven-Rooster P/U,Zonhoven-Rooster P/U,Rooster,Grid,Gril
"51.28763273937801, 4.399541444928052",49,BE00049,RFNC1,ANTW-N-INC1,ANTW-N-INC1,ANTWERPEN-NOORD-INRIT C1,ANTWERPEN-NOORD-INRIT C1,Antw-N-InC1,Antw-N-InC1,Antw-Nd-Inrit C1,Antw-Nd-Inrit C1,Antwerpen-Noord-Inrit C1,Antwerpen-Noord-Inrit C1,Rooster,Grid,Gril
"51.26698746591195, 4.2791903489323",1810,BE01810,YKTNO,Y.KETENIS-O,Y.KETENIS-O,Y.KETENIS-OOST,Y.KETENIS-OOST,Y.Ketenis-O,Y.Ketenis-O,Y.Ketenis-Oost,Y.Ketenis-Oost,Y.Ketenis-Oost,Y.Ketenis-Oost,Vertakking,Junction,Bifurcation
"51.265431573198015, 4.275226140206347",1822,BE01822,YKTNZ,Y.KETENIS-Z,Y.KETENIS-Z,Y.KETENIS-ZUID,Y.KETENIS-ZUID,Y.Ketenis-Z,Y.Ketenis-Z,Y.Ketenis-Zuid,Y.Ketenis-Zuid,Y.Ketenis-Zuid,Y.Ketenis-Zuid,Vertakking,Junction,Bifurcation
"50.65548014254568, 3.918882768772147",1072,BE01072,YSLLY,Y.SILLY,Y.SILLY,Y.SILLY,Y.SILLY,Y.Silly,Y.Silly,Y.Silly,Y.Silly,Y.Silly,Y.Silly,Vertakking,Junction,Bifurcation
"51.290849978935256, 4.399637428717793",54,BE00054,RNUB3,ANTW-N-UITB3,ANTW-N-UITB3,ANTWERPEN-NOORD-UITRIT B3,ANTWERPEN-NOORD-UITRIT B3,Antw-N-UitB3,Antw-N-UitB3,Antw-Nd-Uitrit B3,Antw-Nd-Uitrit B3,Antwerpen-Noord-Uitrit B3,Antwerpen-Noord-Uitrit B3,Rooster,Grid,Gril
"50.817061162217286, 4.403018194930258",1530,BE01530,YMTB,Y.ETTERBEEK,Y.ETTERBEEK,Y.ETTERBEEK,Y.ETTERBEEK,Y.Etterbeek,Y.Etterbeek,Y.Etterbeek,Y.Etterbeek,Y.Etterbeek,Y.Etterbeek,Vertakking,Junction,Bifurcation
"50.514548822006546, 4.220301515611986",1531,BE01531,YFFM,Y.FAMILLEUR,Y.FAMILLEUR,Y.FAMILLEUREUX,Y.FAMILLEUREUX,Y.Familleur,Y.Familleur,Y.Familleureux,Y.Familleureux,Y.Familleureux,Y.Familleureux,Vertakking,Junction,Bifurcation
"50.61923887937384, 5.586082857504326",1539,BE01539,YGADI,Y.GARDE-DIEU,Y.GARDE-DIEU,Y.GARDE-DIEU,Y.GARDE-DIEU,Y.Garde-Dieu,Y.Garde-Dieu,Y.Garde-Dieu,Y.Garde-Dieu,Y.Garde-Dieu,Y.Garde-Dieu,Vertakking,Junction,Bifurcation
"50.754791201878234, 5.528501511048867",1542,BE01542,YLGL,Y.GLONS,Y.GLONS,Y.GLONS,Y.GLONS,Y.Glons,Y.Glons,Y.Glons,Y.Glons,Y.Glons,Y.Glons,Vertakking,Junction,Bifurcation
"51.22828113168883, 4.433743354448134",1547,BE01547,YHLND,Y.HOLLAND,Y.HOLLAND,Y.HOLLAND,Y.HOLLAND,Y.Holland,Y.Holland,Y.Holland,Y.Holland,Y.Holland,Y.Holland,Vertakking,Junction,Bifurcation
"50.717842209346806, 5.962765353747287",867,BE00867,GMNGQ,MONTZEN-GR.Q,MONTZEN-GR.Q,MONTZEN-GRIL Q,MONTZEN-GRIL Q,Montzen-Gr.Q,Montzen-Gr.Q,Montzen-Gril Q,Montzen-Gril Q,Montzen-Gril Q,Montzen-Gril Q,Rooster,Grid,Gril
"50.56357039089551, 5.363657172364799",1333,BE01333,RMGMW,R.MGM-WINT,R.MGM-WINT,RACC.MGM-WINTERS,RACC.MGM-WINTERS,R.MGM-Wint,R.MGM-Wint,Racc.MGM-Winters,Racc.MGM-Winters,Racc.MGM-Winters,Racc.MGM-Winters,Verbinding,Connection,Raccordement
"51.132397242940655, 4.606001983585478",645,BE00645,KLHEI,KLHEIDE,KLHEIDE,KLOOSTERHEIDE,KLOOSTERHEIDE,Klheide,Klheide,Kloosterheide,Kloosterheide,Kloosterheide,Kloosterheide,Rooster,Grid,Gril
"50.61319837688173, 5.583351457841708",655,BE00655,NK2,KINKEMP-BL2,KINKEMP-BL2,KINKEMPOIS-BLOCK 2,KINKEMPOIS-BLOCK 2,Kinkemp-Bl2,Kinkemp-Bl2,Kinkempois-Block 2,Kinkempois-Block 2,Kinkempois-Block 2,Kinkempois-Block 2,Rooster,Grid,Gril
"50.432035717658344, 4.392843402341078",90,BE00090,LNCGF,MONCEAU-GR.F,MONCEAU-GR.F,MONCEAU-GRIL F,MONCEAU-GRIL F,Monceau-Gr.F,Monceau-Gr.F,Monceau-Gril F,Monceau-Gril F,Monceau-Gril F,Monceau-Gril F,Rooster,Grid,Gril
"50.78415112843225, 4.341374082875807",1567,BE01567,YLKHL,Y.LINK-HALLE,Y.LINK-HALLE,Y.LINKEBEEK-HALLE,Y.LINKEBEEK-HALLE,Y.Link-Halle,Y.Link-Halle,Y.Linkebeek-Halle,Y.Linkebeek-Halle,Y.Linkebeek-Halle,Y.Linkebeek-Halle,Vertakking,Junction,Bifurcation
"50.41486278445274, 4.391533890314455",1573,BE01573,YMTNT,Y.MARTINET,Y.MARTINET,Y.MARTINET,Y.MARTINET,Y.Martinet,Y.Martinet,Y.Martinet,Y.Martinet,Y.Martinet,Y.Martinet,Vertakking,Junction,Bifurcation
"51.001270768243394, 3.799772744724116",1574,BE01574,YFML,Y.MELLE,Y.MELLE,Y.MELLE,Y.MELLE,Y.Melle,Y.Melle,Y.Melle,Y.Melle,Y.Melle,Y.Melle,Vertakking,Junction,Bifurcation
"50.98738173449442, 3.817932637787646",1575,BE01575,SPVM,Y.MEULEWIJK,Y.MEULEWIJK,Y.MEULEWIJK,Y.MEULEWIJK,Y.Meulewijk,Y.Meulewijk,Y.Meulewijk,Y.Meulewijk,Y.Meulewijk,Y.Meulewijk,Vertakking,Junction,Bifurcation
"50.78114798390505, 3.875019009573588",1579,BE01579,YNDBL,Y.NEDERBOEL,Y.NEDERBOEL,Y.NEDERBOELARE,Y.NEDERBOELARE,Y.Nederboel,Y.Nederboel,Y.Nederboelare,Y.Nederboelare,Y.Nederboelare,Y.Nederboelare,Vertakking,Junction,Bifurcation
"50.24244452456033, 4.916954243798781",1580,BE01580,YNFFE,Y.NEFFE,Y.NEFFE,Y.NEFFE,Y.NEFFE,Y.Neffe,Y.Neffe,Y.Neffe,Y.Neffe,Y.Neffe,Y.Neffe,Vertakking,Junction,Bifurcation
"51.00694255460052, 4.516505520744069",883,BE00883,RFIZT,MUIZEN-T,MUIZEN-T,MUIZEN-ROOSTER T,MUIZEN-ROOSTER T,Muizen-T,Muizen-T,Muizen-Rooster T,Muizen-Rooster T,Muizen-Rooster T,Muizen-Rooster T,Rooster,Grid,Gril
"51.00568960459163, 4.475833229137696",1347,BE01347,YABLS,Y.ABEELSTR,Y.ABEELSTR,Y.ABEELSTRAAT,Y.ABEELSTRAAT,Y.Abeelstr,Y.Abeelstr,Y.Abeelstraat,Y.Abeelstraat,Y.Abeelstraat,Y.Abeelstraat,Vertakking,Junction,Bifurcation
"50.40298804701986, 4.407723840460961",693,BE00693,LLS,LA SAMBRE,LA SAMBRE,LA SAMBRE,LA SAMBRE,La Sambre,La Sambre,La Sambre,La Sambre,La Sambre,La Sambre,Rooster,Grid,Gril
"50.82110018033392, 3.252966063380956",112,BE00112,YBETH,Y.BETHUNE,Y.BETHUNE,Y.BETHUNE,Y.BETHUNE,Y.Bethune,Y.Bethune,Y.Bethune,Y.Bethune,Y.Bethune,Y.Bethune,Vertakking,Junction,Bifurcation
"51.1733192445864, 4.477714277974804",1503,BE01503,YAUBR,Y.AUBRY,Y.AUBRY,Y.AUBRY,Y.AUBRY,Y.Aubry,Y.Aubry,Y.Aubry,Y.Aubry,Y.Aubry,Y.Aubry,Vertakking,Junction,Bifurcation
"50.74205981816365, 5.718067275031427",1508,BE01508,YBERN,Y.BERNEAU,Y.BERNEAU,Y.BERNEAU,Y.BERNEAU,Y.Berneau,Y.Berneau,Y.Berneau,Y.Berneau,Y.Berneau,Y.Berneau,Vertakking,Junction,Bifurcation
"51.184664738953074, 3.224491418540614",1510,BE01510,RFRE,BRUGGE-E,BRUGGE-E,BRUGGE-ROOSTER E,BRUGGE-ROOSTER E,Brugge-E,Brugge-E,Brugge-Rooster E,Brugge-Rooster E,Brugge-Rooster E,Brugge-Rooster E,Rooster,Grid,Gril
"51.059570503585164, 3.740254227397467",1513,BE01513,YBOMA,Y.BOMA,Y.BOMA,Y.BOMA,Y.BOMA,Y.Boma,Y.Boma,Y.Boma,Y.Boma,Y.Boma,Y.Boma,Vertakking,Junction,Bifurcation
"50.80998879000113, 4.398612049179938",1514,BE01514,YBNDL,Y.BOONDAEL,Y.BOONDAAL,Y.BOONDAEL,Y.BOONDAAL,Y.Boondael,Y.Boondaal,Y.Boondael,Y.Boondaal,Y.Boondael,Y.Boondaal,Vertakking,Junction,Bifurcation
"50.838765683792296, 4.341126060367139",305,BE00305,RNZV,BRUX-M-JNM,BRUSS-ZD-NZV,BRUXELLES-MIDI-GRIL JNM,BRUSSEL-ZUID-ROOSTER NZV,Brux-M-JNM,Bruss-Zd-NZV,Bruxelles-Midi-JNM,Brussel-Zuid-NZV,Bruxelles-Midi-Gril JNM,Brussel-Zuid-Rooster NZV,Rooster,Grid,Gril
"50.9916133733126, 5.060225996779691",310,BE00310,YFDT,Y.DIEST,Y.DIEST,Y.DIEST,Y.DIEST,Y.Diest,Y.Diest,Y.Diest,Y.Diest,Y.Diest,Y.Diest,Vertakking,Junction,Bifurcation
"50.88758363273225, 4.520340106674898",917,BE00917,LEMCD,NOSSEGEM-C/D,NOSSEGEM-C/D,NOSSEGEM-ROOSTER C/D,NOSSEGEM-ROOSTER C/D,Nossegem-C/D,Nossegem-C/D,Nossegem-Rooster C/D,Nossegem-Rooster C/D,Nossegem-Rooster C/D,Nossegem-Rooster C/D,Rooster,Grid,Gril
"51.264630704621446, 4.281313334879552",1828,BE01828,YFNSZ,Y.FARNESE-Z,Y.FARNESE-Z,Y.FARNESE-ZUID,Y.FARNESE-ZUID,Y.Farnese-Z,Y.Farnese-Z,Y.Farnese-Zuid,Y.Farnese-Zuid,Y.Farnese-Zuid,Y.Farnese-Zuid,Vertakking,Junction,Bifurcation
"51.083017755289, 3.717840590156214",1901,BE01901,RFWOB,WONDELG-IN B,WONDELG-IN B,WONDELGEM-INRIT BUNDEL,WONDELGEM-INRIT BUNDEL,Wondelg-In B,Wondelg-In B,Wondelgem-Inrit Bund,Wondelgem-Inrit Bund,Wondelgem-Inrit Bundel,Wondelgem-Inrit Bundel,Rooster,Grid,Gril
"50.46837780586638, 4.882956151383555",966,BE00966,PLMCT,PLOMCOT,PLOMCOT,PLOMCOT,PLOMCOT,Plomcot,Plomcot,Plomcot,Plomcot,Plomcot,Plomcot,Rooster,Grid,Gril
"50.930231569864006, 5.493139931238613",1555,BE01555,YKABK,Y.KAATSBEEK,Y.KAATSBEEK,Y.KAATSBEEK,Y.KAATSBEEK,Y.Kaatsbeek,Y.Kaatsbeek,Y.Kaatsbeek,Y.Kaatsbeek,Y.Kaatsbeek,Y.Kaatsbeek,Andere,Other,Autre
"50.47068972798033, 4.159551878500386",1560,BE01560,YLPAI,Y.LA PAIX,Y.LA PAIX,Y.LA PAIX,Y.LA PAIX,Y.La Paix,Y.La Paix,Y.La Paix,Y.La Paix,Y.La Paix,Y.La Paix,Vertakking,Junction,Bifurcation
"49.571820401676916, 5.832655300571816",1406,BE01406,MHLG,ATHUS-LONG,ATHUS-LONG,ATHUS-LONGEAU,ATHUS-LONGEAU,Athus-Long,Athus-Long,Athus-Longeau,Athus-Longeau,Athus-Longeau,Athus-Longeau,Rooster,Grid,Gril
"50.065016087694616, 4.967196337493435",1200,BE01200,MVO,VONECHE,VONECHE,VONECHE,VONECHE,Vonêche,Vonêche,Vonêche,Vonêche,Vonêche,Vonêche,Rooster,Grid,Gril
"50.30656300260965, 5.077862215743169",1983,BE01983,MBRBT,BRAIBANT,BRAIBANT,BRAIBANT,BRAIBANT,Braibant,Braibant,Braibant,Braibant,Braibant,Braibant,Rooster,Grid,Gril
